paper_name,variant_type,repeat_index,novelty,methodological_rigour,result_credibility,writing_clarity,total_score,justification
1450_Multi_FAct_Assessing_Fact,hedging_strengthen,2,5,6,6,6,6,"The paper offers a practical multilingual adaptation of FActScore with useful analyses (translation impact, non-English Wikipedia coverage/length effects, and geo-cultural bias), but the core idea—translate to English and reuse FActScore—is incremental. Validation is reasonable (replication vs. human FS, correlations across languages), yet heavy reliance on automatic pipelines, English Wikipedia, and limited human evaluation constrain credibility and generality. Writing is generally clear but contains typos and overstatements, and some methodological choices (e.g., thresholds, dataset scope) lack deeper justification."
1450_Multi_FAct_Assessing_Fact,hedging_strengthen,3,6,6,6,6,6,"Addresses an important gap with a practical multilingual adaptation of FActScore and offers useful analyses on non-English references and Wikipedia ensembling. However, novelty is incremental (pipeline adaptation), human validation is limited, and reliance on English Wikipedia and GPT-based translation introduces confounds not fully controlled. Writing is generally clear but with some typos/formatting issues and missing methodological details (e.g., prompts, ablations, error analysis)."
1450_Multi_FAct_Assessing_Fact,hedging_weaken,1,6,6,6,6,6,"An incremental but practical adaptation of FActScore to multilingual long‑form generation, with useful analyses on translation effects and leveraging non‑English Wikipedia (including an ensemble strategy). The pipeline and validations are reasonable, yet depend heavily on English Wikipedia and GPT-based translation/generation, are confined to the biography task, and omit some implementation/variance details and statistical tests. Findings on English/Western advantage appear credible but would benefit from broader human evaluation; writing is generally clear despite noticeable typos."
1450_Multi_FAct_Assessing_Fact,hedging_weaken,2,6,5,6,6,6,"The paper offers a practical, useful extension of FActScore to multilingual long-form generation, including systematic experiments across nine languages and an insightful analysis of using non-English Wikipedias (and their ensembling) as references. However, it leans heavily on translation to English and English Wikipedia, has limited human evaluation in the multilingual setting, and lacks rigorous statistical testing and detailed ablations, making the contribution more incremental than groundbreaking. Writing is generally clear but with some repetition and minor clarity issues."
1450_Multi_FAct_Assessing_Fact,hedging_weaken,3,6,6,6,6,6,"The paper offers a practical and timely adaptation of FActScore to multilingual settings, plus useful analyses of non-English Wikipedia as references (length effects, ensembling) and cross-lingual/geographic biases. However, the core methodology is largely an application/engineering pipeline with a translation pivot and relies mostly on automatic evaluation with limited human validation and small replication samples; statistical rigor and configuration details are somewhat sparse. Writing is generally clear but marred by noticeable typos and minor inconsistencies."
1450_Multi_FAct_Assessing_Fact,counterfactual,1,5,6,6,6,6,"The paper offers a practical, useful extension of FActScore to multilingual settings with open-source components and provides analyses on non-English Wikipedia and geographic bias, but the core idea is incremental. Methodology is generally sound with replication and translation impact checks, yet relies heavily on English Wikipedia and MT, lacks robust human validation on multilingual outputs, and has potential confounds (e.g., output length). Results appear plausible and are moderately validated, though clarity suffers from typos and a few confusing statements."
1450_Multi_FAct_Assessing_Fact,counterfactual,2,5,6,6,5,6,"A practical adaptation of FActScore to multilingual settings with open-source components and analyses of non-English Wikipedia (including article-length effects and ensembling) yields plausible insights into linguistic and geographic biases. However, the approach is mostly an incremental translate-then-evaluate pipeline with limited human validation, some unclear sample sizes/experimental details, and reliance on English Wikipedia. Writing clarity suffers from several confusing or contradictory phrasings, though the empirical checks (replication and translation impact) lend moderate credibility to the results."
1450_Multi_FAct_Assessing_Fact,counterfactual,3,5,6,6,5,5,"The paper offers a practical extension of FActScore to multilingual settings via translation and open-source components, and provides useful analyses on non-English Wikipedia references and geo-cultural biases. However, the methodological novelty is modest (largely an adaptation), and the evaluation relies heavily on LLM-based translation and verification with limited human validation and incomplete experimental details. Writing clarity suffers from recurring phrasing/typos and some unclear descriptions, which, together with limited ablation and robustness checks, temper confidence in the claims."
1454_CoCA_Regaining_Safety_awa,original,1,6,7,7,7,7,"A simple, training-free logit calibration via prompt contrast to amplify safety is a modest but meaningful contribution in the multimodal setting, with clear formulation and sensible ablations (alpha, principle design, model size). Empirical results show large, consistent ASR reductions across models and datasets while largely preserving utility on standard benchmarks. However, the work is incremental relative to prior contrastive/constitutional decoding, relies on a single LLM judge, and lacks comparisons to other training-free guardrails and a discussion of latency/over-refusal trade-offs."
1454_CoCA_Regaining_Safety_awa,original,2,6,6,6,7,6,"CoCA is a straightforward, training-free adaptation of contrastive/constitutional decoding to multimodal safety, moderately novel in applying a safety-prompt delta at inference for MLLMs. Empirical results across multiple backbones and benchmarks show substantial ASR reductions with small utility degradation, with useful ablations on principle specificity and scaling. Still, the work is incremental, relies on GPT-4 judging without significance tests, and lacks analysis of computational overhead/latency and robustness to adversarial countermeasures."
1454_CoCA_Regaining_Safety_awa,original,3,6,6,6,7,6,"A simple, inference-time calibration using a safety-prompt delta adapted from contrastive decoding is a modest but useful contribution, with the novelty mainly in applying it to MLLM safety. Empirical results show clear ASR reductions across multiple models/benchmarks and minimal utility loss, with sensible ablations on alpha and principle design. However, reliance on GPT-4 as the sole safety judge, limited robustness/stress tests, and lack of analysis of computational overhead or failure modes temper confidence."
1454_CoCA_Regaining_Safety_awa,tense_pres,1,6,5,5,3,5,"CoCA is a simple, training-free inference-time calibration that leverages safety-prompt contrast to reduce ASR across several MLLMs and benchmarks while largely preserving utility. However, the approach is closely related to prior contrastive/steered decoding, relies on GPT-4 judging, lacks analysis of adaptive attacks and latency/compute overhead, and offers limited comparisons to stronger baselines. Writing quality is poor with pervasive grammatical errors, which hinders clarity and reproducibility."
1454_CoCA_Regaining_Safety_awa,tense_pres,2,6,5,6,4,5,"The paper proposes a simple inference-time calibration that contrasts logits with and without a safety prompt to boost safety in MLLMs, showing consistent ASR reductions across models while largely preserving utility. However, the idea is an incremental adaptation of contrastive/constitutional decoding, ablations and baselines are limited (e.g., no comparison to other inference-time safety methods, limited analysis of computational overhead and false refusals), and evaluation relies heavily on GPT-4 labeling. Substantial grammatical issues and clarity problems further hinder readability."
1454_CoCA_Regaining_Safety_awa,tense_pres,3,6,5,6,3,5,"The paper proposes a simple, training-free inference-time calibration that contrasts logits with and without a safety principle; applying contrastive decoding ideas to MLLM safety is moderately novel and the reported ASR reductions across models/datasets are encouraging while utility largely holds. However, the evaluation leans on GPT-4-based judging without human validation or statistical significance, lacks analysis of compute/latency overhead and robustness (e.g., prompt sensitivity, failure cases), and provides limited discussion of over-refusals. Pervasive grammatical errors and imprecise descriptions further hinder clarity and confidence."
1454_CoCA_Regaining_Safety_awa,tense_past,1,6,6,6,4,6,"The paper proposes a simple, training-free inference-time calibration that contrasts logits with/without a safety principle to boost MLLM safety, showing consistent ASR reductions across datasets and models while largely preserving utility. However, the idea is a fairly direct adaptation of contrastive/constitutional decoding, with limited theoretical analysis, no study of compute/latency costs or statistical significance, and no evaluation against adaptive attacks; baselines are also limited and rely on a GPT-4 judge. Writing quality suffers from frequent grammatical errors, which hampers clarity despite a reasonable structure."
1454_CoCA_Regaining_Safety_awa,tense_past,2,6,6,6,3,5,"A simple, training-free logit calibration using a safety-prompt contrast is applied to MLLMs and shows consistent ASR reductions across multiple models and datasets while largely preserving utility. However, the contribution is incremental relative to existing contrastive/inference-time alignment methods, baselines are limited, and important practical aspects (latency/compute overhead from dual passes per token) are not discussed. The manuscript’s heavy grammatical issues substantially hinder clarity and reduce confidence in the presentation."
1454_CoCA_Regaining_Safety_awa,tense_past,3,6,6,6,4,6,"A simple, training-free calibration that contrasts logits with and without a safety principle is applied to MLLMs and shows consistent ASR reductions across datasets and models while largely preserving utility. Novelty is moderate as it adapts known contrastive decoding ideas; methodology lacks analysis of computational overhead, detailed failure modes, stronger baselines, and human evaluation beyond GPT-4 judging. Writing quality is poor with frequent grammatical errors, which reduces clarity."
1454_CoCA_Regaining_Safety_awa,hedging_strengthen,1,6,6,7,7,7,"The paper presents a simple inference-time calibration (CoCA) that contrasts logits with/without a safety principle to amplify safety, yielding sizable ASR reductions on MM-SafetyBench and FigStep across multiple MLLMs with minimal utility loss. The study includes useful ablations (alpha, principle design, model size) and cross-model evaluations, supporting the main claims. However, novelty is moderate as it adapts contrastive/steering ideas to MLLM safety, and the evaluation relies on GPT-4 judging without uncertainty or latency/overhead analyses, and appears sensitive to prompt design."
1454_CoCA_Regaining_Safety_awa,hedging_strengthen,2,6,6,6,7,6,"A simple, training-free inference-time calibration using safety-prompt logit deltas (CoCA) yields consistent ASR reductions across multiple MLLMs and benchmarks while preserving utility, with useful ablations on principle design, alpha, and model scale. However, the idea is an incremental adaptation of contrastive/decoding calibration to MLLM safety, baselines are limited, the evaluation depends on GPT-4 judging, and there is no analysis of computational overhead or broader robustness. Writing is generally clear despite some typos and repetition."
1454_CoCA_Regaining_Safety_awa,hedging_strengthen,3,6,7,7,7,7,"The paper proposes a simple inference-time calibration using safety-prompt logit deltas for MLLMs; while conceptually close to contrastive decoding and constitutional prompting, applying it to multimodal safety and demonstrating inherited safety-awareness is a useful, moderately novel contribution. Experiments cover multiple models, datasets, ablations on principles and scaling, and show large ASR reductions with minimal utility loss. However, reliance on a GPT-4 judge, limited baseline breadth and statistical analysis, and missing discussion of computational overhead and robustness limits temper the strength of the claims."
1454_CoCA_Regaining_Safety_awa,hedging_weaken,1,7,6,7,6,6,"A simple, training-free inference-time calibration using safety-prompt deltas is a neat adaptation of contrastive decoding to MLLM safety, showing consistent ASR reductions across datasets and models with minimal utility loss. However, reliance on GPT-4 as a safety judge, limited analysis of latency/compute (two passes per token), sparse robustness tests against adaptive attacks or prompt conflicts, and some writing/clarity issues temper the strength of the claims. Overall promising but would benefit from deeper methodological analysis and clearer presentation."
1454_CoCA_Regaining_Safety_awa,hedging_weaken,2,6,6,7,7,7,"A simple inference-time calibration leveraging safety-prompt deltas for MLLMs that consistently reduces ASR on MM-SafetyBench and FigStep across models while largely preserving utility. The idea is intuitive and related to contrastive decoding, so conceptual novelty is moderate, but the multimodal safety application is distinct and practically valuable. Empirical results are solid, though robustness to adaptive attacks, variance analysis, and broader utility trade-offs could be explored further."
1454_CoCA_Regaining_Safety_awa,hedging_weaken,3,6,6,7,6,6,"Applying contrastive-style, inference-time logit calibration using a safety-prompt delta to MLLM safety is a simple, plausible, and moderately novel idea, with consistent ASR reductions across models/datasets and minimal utility loss. However, the paper lacks methodological detail and clarity (ambiguous Eq. 4 reference logit, no analysis of compute/latency overhead, limited ablations and robustness checks, reliance on GPT-4 labeling without protocol details), and writing has noticeable issues. Overall promising but incremental and underdeveloped in rigor and presentation."
1454_CoCA_Regaining_Safety_awa,counterfactual,1,6,5,6,4,5,"A simple, training-free contrastive calibration using safety prompts applied to MLLMs is a reasonable and timely idea with solid empirical gains on several models and safety benchmarks while largely preserving utility. However, the paper suffers from notable writing issues and contradictions, limited baselines (few comparisons to other inference-time defenses), and missing analysis on cost/latency and robustness details (e.g., α tuning, decoding settings), which weaken methodological rigor and confidence."
1454_CoCA_Regaining_Safety_awa,counterfactual,2,6,6,6,4,6,"A simple, training-free inference-time calibration using a safety-prompt contrast is a reasonable adaptation of contrastive decoding to MLLM safety, and experiments across several models/benchmarks show sizable ASR reductions with limited utility loss. However, the paper has numerous clarity issues and contradictions, lacks analysis of computational overhead and statistical significance, and relies solely on automated GPT-4 judging, which weakens confidence. Overall contribution is moderate but promising."
1454_CoCA_Regaining_Safety_awa,counterfactual,3,6,5,6,4,5,"The paper proposes CoCA, an inference-time contrastive logit calibration using a safety prompt; while conceptually close to prior contrastive decoding, applying it to MLLM safety is a useful, practical twist. Experiments on MM-SafetyBench, FigStep, and utility benchmarks show meaningful ASR reductions across models/sizes with minimal utility loss. However, the work lacks stronger baselines and human evaluation, omits analysis of computational overhead and false positives, and the writing contains numerous errors and contradictions (e.g., “fail to show”), reducing clarity and confidence."
1463_TPD_Enhancing_Student_Lan,original,1,6,7,7,8,7,"The paper introduces a principle-based teacher–student framework that summarizes errors into guiding principles to refine instructions and select informative examples, showing consistent gains across eight reasoning tasks and three student models. Despite solid baselines and ablations on principle usage, the contribution is incremental relative to learning-from-feedback/principle-discovery literature, relies on GPT-4 and light human curation, and omits variance and cost analyses, though the writing is clear and experimental coverage supports credibility."
1463_TPD_Enhancing_Student_Lan,original,2,6,6,6,8,6,"The paper proposes a principle-based teacher–student framework that avoids teacher involvement at inference and shows consistent gains across multiple reasoning tasks and student models, with informative ablations on principle utilization. However, reliance on GPT-4 and manual reviewer filtering introduces potential confounds and cost not fully quantified, and statistical rigor (e.g., variance, significance), robustness analyses, and comparisons to stronger prompt optimization/distillation baselines are limited."
1463_TPD_Enhancing_Student_Lan,original,3,6,6,7,8,7,"The paper proposes a principle-based teacher–student framework that minimizes teacher involvement at inference and empirically improves small LMs across several reasoning tasks. While the idea of discovering high-level principles from errors is interesting, it overlaps with concurrent/prior work on feedback memories, rule discovery, and prompt optimization; the novelty is moderate. The methodology is generally sound with multiple students and baselines, but relies on GPT‑4 and some human curation, with limited analysis of cost, sample efficiency, or statistical significance, though results appear credible and clearly presented."
1463_TPD_Enhancing_Student_Lan,tense_pres,1,6,5,6,4,5,"The paper proposes a principle-based teacher–student framework that reduces online teacher dependence and leverages error-derived principles to refine instructions and select examples, showing consistent gains across 8 tasks and 3 student models. Novelty is moderate given overlap with prior feedback/principle discovery and teacher–student prompting work (e.g., LEAP), and key methodological details (principle curation, violation-score computation, data leakage controls, statistical significance) are under-specified. Writing quality is poor with numerous grammatical issues, which obscures important implementation choices and limits reproducibility."
1463_TPD_Enhancing_Student_Lan,tense_pres,2,6,6,6,4,6,"The paper proposes a teacher–student, principle-based prompt construction workflow that reduces teacher involvement at inference and shows solid gains across multiple reasoning benchmarks and students, which is moderately novel relative to prior prompt optimization and feedback-memory methods. However, key methodological details (e.g., violation score computation, selection protocol, cost/efficiency, and the role/extent of human curation) are under-specified, and baselines/comparisons raise fairness questions. Numerous grammatical errors and unclear phrasing hinder readability and make it harder to assess the approach rigorously."
1463_TPD_Enhancing_Student_Lan,tense_pres,3,6,6,6,4,6,"The paper introduces a principle-based teacher–student framework that minimizes teacher involvement at inference and demonstrates solid gains across eight tasks with informative ablations. Yet, its core ideas overlap with prior self-reflection/prompt optimization and principle-extraction work, it relies on GPT-4 and manual principle curation, and the statistical rigor and train/validation/test separation details are under-specified. Numerous grammatical issues and typos also hinder readability."
1463_TPD_Enhancing_Student_Lan,tense_past,1,6,5,6,3,5,"The paper proposes a principle-based teacher–student framework that refines instructions and selects examples via error-derived principles, showing consistent gains across eight reasoning tasks and three student models without teacher involvement at inference. Novelty is moderate given prior work on self-improvement, rule/principle discovery (e.g., LEAP), and critique–revise; moreover, reliance on human filtering, unclear data-split details, and absence of variance/significance or cost analysis weaken methodological rigor. Writing quality is notably poor with pervasive grammatical errors, which hampers clarity and interpretation."
1463_TPD_Enhancing_Student_Lan,tense_past,2,6,6,6,4,6,"The paper introduces a principle-based teacher–student framework that transfers reasoning skills offline by summarizing high-level corrective principles and using them for instruction refinement and example selection; this is moderately novel relative to prior prompt-optimization and error-memory work. Empirical results across eight tasks and three student models are promising, but the methodology lacks statistical tests, detailed cost/latency analyses, and ablations on human filtering and principle exploitation, which weakens rigor and external validity. Writing quality is notably poor with pervasive grammatical errors, making key ideas harder to follow."
1463_TPD_Enhancing_Student_Lan,tense_past,3,6,6,6,3,6,"The paper proposes a principle-based teacher–student framework that transfers error-derived guidance to smaller LMs without teacher involvement at inference; this is moderately novel and backed by ablations on how principles are used. Experiments over eight datasets and multiple student models show consistent gains, but the study lacks variance/significance analyses, stronger comparisons, and full procedural details (e.g., violation scoring, human filtering criteria), limiting rigor and reproducibility. Writing quality is notably poor with pervasive grammatical errors, which hinders clarity despite the core idea being understandable."
1463_TPD_Enhancing_Student_Lan,hedging_strengthen,1,7,6,6,8,7,"The paper proposes a principle-based teacher–student framework that minimizes online teacher involvement and shows consistent gains across eight reasoning tasks and three student models, which is a reasonably novel and useful combination of ideas. However, methodological details raise concerns: principles are human-pruned, error filtering relies on teacher agreement, and example selection leverages validation data, complicating fairness against baselines and reproducibility. The writing is clear, but more transparency on splits, prompts, costs, and ablations (e.g., without human curation) would strengthen credibility."
1463_TPD_Enhancing_Student_Lan,hedging_strengthen,2,7,6,6,7,7,"The paper proposes a principle-based teacher–student framework that transfers guidance offline via principle discovery and principled example selection, which is a moderately novel integration relative to prior CoT, prompt optimization, and rule-discovery work. Experiments span multiple datasets and student models with useful ablations, showing consistent gains. However, rigor and credibility are tempered by reliance on human filtering of principles, a potentially favorable 6-shot baseline configured with principle-selected examples, and a lack of statistical significance or cost/efficiency analysis; writing is generally clear despite minor phrasing issues."
1463_TPD_Enhancing_Student_Lan,hedging_strengthen,3,6,6,7,7,7,"The paper proposes a principle-based teacher–student framework that distills corrective principles from student errors and uses them to refine instructions and curate examples, yielding consistent gains across multiple models and eight reasoning tasks. While the idea is practical and well-demonstrated with useful ablations on principle utilization, the novelty is moderate and the methodology lacks analysis of human-in-the-loop costs, variance/significance, and stronger tuning baselines. Reliance on GPT-4 and limited discussion of reproducibility and fairness further temper the strength of the claims."
1463_TPD_Enhancing_Student_Lan,hedging_weaken,1,6,6,6,5,6,"Combining principle discovery with a teacher–student setup that removes teacher involvement at inference is moderately novel, and the example selection via principle-violation scores is interesting. Experiments across eight tasks and three student models show consistent gains, but rigor is limited by human-in-the-loop curation, incomplete procedural details (e.g., sampling, prompt specifics), lack of statistical significance, and missing comparisons to stronger distillation/auto-prompting baselines. Writing is generally understandable but contains numerous awkward phrasings and clarity issues that hinder precision."
1463_TPD_Enhancing_Student_Lan,hedging_weaken,2,6,5,6,5,6,"The principle-based teacher–student framework and violation-score-guided example selection are moderately novel and yield consistent gains across eight reasoning tasks and three student models. However, the method relies on a closed-source teacher and manual principle curation, and lacks statistical analysis, cost/efficiency evaluation, and fuller ablations/sensitivity studies. Writing has several clarity issues and typos that obscure key details."
1463_TPD_Enhancing_Student_Lan,hedging_weaken,3,6,6,6,6,6,"The paper proposes a principle-based teacher–student framework that distills high-level corrective principles from student errors and reuses them offline, showing consistent gains across multiple reasoning tasks and student models. While the idea of principle discovery is timely, it is incremental relative to prior feedback/memory and concurrent principle-learning work, and key experimental details (e.g., violation scoring, data splits, variance, and cost) limit rigor and reproducibility. Reported improvements are moderate and task-dependent, with limited statistical analysis and some clarity/formatting issues in the presentation."
1463_TPD_Enhancing_Student_Lan,counterfactual,1,6,6,3,3,4,"The principle-based teacher–student framework for offline transfer is moderately novel and is evaluated across multiple datasets and models with some ablations. However, the manuscript contains major inconsistencies between narrative claims and reported results, unclear reliance on human editing and teacher-based filtering, and other methodological ambiguities that undermine credibility. Writing quality issues and contradictory statements make it hard to assess the true contribution and effectiveness."
1463_TPD_Enhancing_Student_Lan,counterfactual,2,6,7,5,3,5,"The paper proposes a principle-based teacher–student framework with an interesting error-driven principle discovery and example selection mechanism, evaluated across multiple models and tasks with useful ablations. However, the narrative repeatedly contradicts the reported results (e.g., describing improvements as failures), which severely harms clarity and raises doubts about the correctness of claims. Dependence on GPT-4 and human pruning without detailed protocols also limits reproducibility and weakens result credibility."
1463_TPD_Enhancing_Student_Lan,counterfactual,3,6,5,3,3,4,"The principle-based, offline teacher–student framing is moderately novel and the study spans multiple datasets, models, and some ablations. However, pervasive contradictions between narrative and tables (e.g., repeated “fails to” despite apparent gains), unclear evaluation choices (teacher adjudicating errors despite available labels), and manual principle curation undermine credibility and reproducibility. Significant revisions for clarity, consistent reporting, and stronger methodological justification are required."
2024.acl-long.433,original,1,4,5,4,6,5,"Using frozen lightweight LLM embeddings with multi-layer fusion is a reasonable but incremental idea; similar transfer and layer-fusion strategies are well known. While results look strong, baseline choices and configurations (e.g., weak PLM baselines, unusual MR definition, very low RoBERTa on R52) and limited reporting of training details raise fairness and credibility concerns. The paper is generally understandable but has grammatical issues and some inconsistencies that obscure precise experimental settings."
2024.acl-long.433,original,2,4,4,3,6,4,"Leveraging frozen multi-layer LLM embeddings with pooling/fusion for classification is practical but largely incremental, with similar ideas widely explored. Several baselines appear implausibly weak (e.g., RoBERTa on R52), and the efficiency/cost comparisons mix local computation with remote API usage, raising fairness and credibility concerns. Clarity is acceptable, but crucial experimental details and statistical rigor are missing."
2024.acl-long.433,original,3,4,4,4,6,4,"Using frozen LLM hidden states as features with layer pooling and a shallow classifier is not novel, and the proposed fusion (incl. co-occurrence pooling) is incremental. Experimental rigor is weak: key baselines appear poorly tuned (e.g., RoBERTa on R52), ablations and statistical tests are limited, and efficiency/cost comparisons to API-based CARP are questionable. While writing conveys the main idea, there are inconsistencies (e.g., training epochs, fusion details) that undermine confidence in the results."
2024.acl-long.433,tense_pres,1,4,3,3,3,3,"The core idea—using frozen lightweight LLM embeddings (multi-layer pooling/concatenation, second-order co-occurrence pooling) to train a classifier—is incremental and close to established feature-based transfer techniques. Experimental rigor and credibility are weakened by inconsistent dataset descriptions (e.g., MR vs. IMDB), implausible baselines (e.g., very low RoBERTa on R52), mismatched epoch counts, and opaque cost/energy calculations. Writing contains many grammatical issues and leaves important methodological details unclear, making it hard to verify fairness and reproduce results."
2024.acl-long.433,tense_pres,2,4,4,4,3,4,"The paper’s core idea—using frozen lightweight LLM embeddings and simple fusion/pooling for classification—is largely incremental relative to prior feature-based PLM/LLM usage and layer-wise pooling. Experimental comparisons raise concerns (unclear handling of long inputs, inconsistent training details, questionable baselines and very large/implausible token and energy accounting). Numerous grammatical errors and typos hinder clarity, though the overall pipeline is understandable and results versus naive prompt baselines are plausible."
2024.acl-long.433,tense_pres,3,4,4,3,3,4,"Using frozen lightweight-LLM embeddings with multi-layer fusion/pooling and a trained classifier is a modest extension of established linear-probing and feature-fusion practices, so novelty is limited. The experimental setup appears unfair and under-specified: PLM baselines are implausibly low, supervision differs from prompting baselines, and efficiency/energy/token-cost claims lack rigorous, reproducible support. Numerous grammatical issues and unclear methodological details (e.g., co-occurrence pooling shapes, training protocol, sequence lengths) further weaken credibility."
2024.acl-long.433,tense_past,1,3,3,3,2,3,"Using frozen LLM embeddings with layer pooling/fusion is incremental, and the proposed co-occurrence pooling resembles known second-order pooling methods. The evaluation lacks critical details and shows inconsistencies (e.g., 50 vs 100 epochs), implausible batch sizes on a 40GB GPU, and surprisingly weak PLM baselines (e.g., RoBERTa on R52 ≈42%), undermining fairness and credibility. Writing/formatting are poor, and the runtime/cost comparisons to GPT-3 CARP are not apples-to-apples (supervised head vs prompting), making the claimed gains hard to trust."
2024.acl-long.433,tense_past,2,3,4,4,3,4,"The core idea—using frozen lightweight LLM embeddings (multi-layer fusion + pooling) with a small classifier—is incremental and closely related to established sentence-embedding and feature-fusion approaches. Experimental setup has fairness and clarity issues (e.g., unusually poor PLM baselines like RoBERTa on R52, ambiguous splits, and questionable runtime/cost estimates), undermining credibility despite broad ablations. Writing quality is weak with pervasive grammatical errors and notation inconsistencies, making several claims and procedures hard to verify."
2024.acl-long.433,tense_past,3,3,4,3,3,3,"The core idea—using frozen lightweight LLM embeddings with simple multi-layer pooling/concatenation (and a second-order “co-occurrence” variant) for a linear head—is incremental and not clearly novel. Experimental rigor and credibility are weak: baselines (e.g., RoBERTa on R52) appear implausibly low, key details are inconsistent or under-specified (epochs, pooling math, hyperparameters), and cost/runtime comparisons mix offline GPU with online API usage. Extensive grammar issues and unclear method descriptions further limit reproducibility despite some promising efficiency/accuracy numbers on LLaMA2-7B."
2024.acl-long.433,hedging_strengthen,1,4,5,5,6,5,"Using frozen LLM embeddings with multi-layer fusion and a classifier head is a relatively incremental idea; co-occurrence pooling adds modest novelty. Experiments show strong accuracy/efficiency, but baseline choices and anomalies (e.g., very low RoBERTa on R52, repeated odd numbers) and limited statistical rigor reduce confidence. Writing is generally understandable, though marred by typos and some inconsistencies (e.g., epoch counts)."
2024.acl-long.433,hedging_strengthen,2,4,5,5,6,5,"The paper presents a practical pipeline that uses frozen lightweight LLM embeddings with multi-depth fusion and shows promising accuracy/efficiency versus prompt-based methods. However, the contribution is incremental (feature extraction and fusion from multiple layers and models are well-studied), and baseline setup/reporting raise concerns (implausibly low RoBERTa result on R52, MR described like IMDB, unclear fairness vs fine-tuned PLMs, no variance/significance). These issues limit confidence in the strength and generality of the reported gains."
